dataset,split,class_id,images,instances,instances_per_image_mean,equivalent_side_median_px,equivalent_side_p90_px,aspect_ratio_median,nearest_center_median_px,neighbor_probability,p3_area_lt_1,p3_min_dim_lt_1,p4_area_lt_1
ogsod-1.0,train,2,14664,10127,2.657255864702673,7.000062942504623,9.949869961864064,1.1666516201304853,8.944329913518494,0.9235706527105757,0.6936901352819196,0.7309173496593265,0.9994075244396169
ogsod-1.0,val,all,3667,9609,2.6203981456231253,8.999937057494915,24.18680474879875,2.187553296158305,34.504249096021866,0.3729836611510043,0.36965344989072746,0.7463835987095432,0.8261005307524196
ogsod-1.0,val,0,3667,6389,2.6203981456231253,9.429328543777665,19.62609009547845,2.8571693531979068,60.874626113606425,0.12208483330724683,0.30834246360932854,0.850837376741274,0.8425418688370637
ogsod-1.0,val,1,3667,803,2.6203981456231253,59.365576081157364,103.94883718718158,2.1370917494429804,73.48687250441088,0.7073474470734745,0.0062266500622665,0.09713574097135741,0.17310087173100872
ogsod-1.0,val,2,3667,2417,2.6203981456231253,7.348523734636062,10.0001220703125,1.1538339199077914,9.055442430010409,0.9251137774100124,0.6524617294166322,0.6859743483657427,0.9995862639635912
osprc,train,all,2640,13096,4.960606060606061,6.363917826126601,17.262470745799334,1.3332598853832893,7.2109303607015,0.5988087965791081,0.6874618204031765,0.8489615149664019,0.892104459376909
osprc,train,0,2640,5226,4.960606060606061,7.81744978607265,13.877395197885434,2.2000124168553703,60.936151112972496,0.10313815537696135,0.5290853425181783,0.9253731343283582,0.927860696517413
osprc,train,1,2640,1151,4.960606060606061,34.78377313515231,64.01507811439512,1.8420993560263785,50.36127582218022,0.5699391833188532,0.004344048653344918,0.04257167680278019,0.0999131190269331
osprc,train,2,2640,6719,4.960606060606061,4.647531231122773,7.00006103515625,1.0999968866192011,4.0000152587908815,0.9892841196606638,0.9276678077094805,0.9276678077094805,1.0
osprc,val,all,660,3184,4.824242424242424,6.244998898183952,16.893802364883374,1.312477140911638,8.602355422384662,0.5684673366834171,0.7032035175879398,0.8599246231155779,0.8966708542713567
osprc,val,0,660,1350,4.824242424242424,7.580055640933323,12.664858403762056,2.0909057230922077,59.77564810951188,0.08814814814814814,0.5785185185185185,0.9362962962962963,0.937037037037037
osprc,val,1,660,277,4.824242424242424,31.55754420590736,61.445344067700276,1.8928636677420028,50.60696211235181,0.51985559566787,0.010830324909747292,0.06859205776173286,0.11913357400722022
osprc,val,2,660,1557,4.824242424242424,4.242640623438036,7.000025939833261,1.0588252437593004,4.0,0.993577392421323,0.9344894026974951,0.9344894026974951,1.0
sfoc-1.0-100k-soa,train,all,4252,24126,5.674035747883349,36.26781285185588,113.33790253160441,2.4445288635941145,33.55851991401115,0.7981430821520351,0.24765812816049076,0.38560059686645115,0.4495979441266683
sfoc-1.0-100k-soa,train,0,4252,9176,5.674035747883349,62.25595151502578,135.81918007739654,1.2640369722735587,60.14743592936742,0.9050784655623365,0.008718395815170008,0.036290322580645164,0.1987794245858762
sfoc-1.0-100k-soa,train,3,4252,14950,5.674035747883349,23.67667730167088,88.01989016269204,3.2498350250418637,16.99985279794053,0.7325083612040134,0.394314381270903,0.6,0.6035451505016722
sfoc-1.0-100k-soa,test,all,1822,10687,5.865532381997805,43.65545799337,117.22466791989797,2.4195578294755826,43.12427990218134,0.7940488443903808,0.310751380181529,0.3959015626462057,0.4224759053055114
sfoc-1.0-100k-soa,test,0,1822,4013,5.865532381997805,92.52540524889332,135.07797822218566,1.2497290614112662,87.22733767949676,0.9269872913032644,0.0,0.0062297533017692495,0.03463742835783703
sfoc-1.0-100k-soa,test,3,1822,6674,5.865532381997805,16.51946155373863,87.41443919480405,3.0001433563616824,14.116375829221743,0.7141144740785136,0.4976026370991909,0.6302067725501947,0.6556787533712916
